Id,Offer Status,Address,Price,Size,Property Type,Agency Name,Agent Name,Description,Property Link,Date Posted,Latitude,Longitude
6981515,Under Offer,"Ground Floor, 7 Avon Street, Bath, Bath and North East Somerset","£60,000.00  Per  Annum","3,683 Sq Ft","General Retail, Restaurants/Cafes, Retail, Licensed & Leisure",Carter Jonas LLP,Tim Brooksbank,"The property is arranged over ground floor only and consists of open plan sales space fronting onto Avon Street but also within very close proximity to Kingsmead Square. The front sales area is street level before dropping down to a large open plan studio/sales area.The premises is part fitted as a gym/studio space with changing rooms, staff ancillary and kitchen. The space is mainly open plan has has the option to be used for a variety of uses. Nearby occupiers include Society Cafe, Starbucks, The Stable restaurant, Creams, Boston Tea Party and Coffee #1. The area is renowned for a mixture of uses including hotels, office accommodation and residential.Avon Buildings is situated just off the popular Kingsmead Square, which is an attractive location within the heart of Bath providing good access to the Theatre Royal and the City's core retail zone. The surrounding area has a mixture of retailers, restaurateurs and cafe operators, including Society Cafe, Boston Tea Party and Creams.The Kingsmead Leisure centre is also within close proximity and holds the Odeon cinema, Premier Inn and JD Wetherspoon's. Kingsmead Square located nearby is a popular destination with a mixture of uses. ( Agency Pilot Software ref: 20016205 )",https://propertylink.estatesgazette.com/property-details/6981515-ground-floor-7-avon-street-bath-bath-and-north-east-somerset,4th November 2024,51.38076,-2.36279
6993201,,"7a Northumberland Buildings, Bath, BA1 2JE",ROA,"1,131 Sq Ft","Office, Offices",Savills - Industrial,Sam Williams,"Key PointsSelf contained offices - 1,131 sq ft.The property is overlooking the prestigious Queen Square.10 minute walk from Bath Spa Train Station and Bath Bus Station.Good quality office space with dual aspect natural lighting.Due to undergo refurbish ahead of new lease commencement.SummarySelf Contained Offices on Queen Square - 1,131 sq ft across ground & lower ground floors. Available to let.DescriptionGround & Lower Ground floors: 1,131 sq ft Available To Let.The offices provide impressive period accommodation with excellent dual aspect natural lighting and wealth of original period features.Location7A Northumberland House is a grade I listed office building originally constructed in circa 1779.The property is located in the centre of Bath on the junction of Wood Street and Barton Street, adjacent to Queens Square, approx. 10 minutes from Bath Spa Railway Station and has access to the M4 Motorway at Junction 18 via the A4.PromoImpressive Period Office SpaceAvailability_textThe accommodation comprises of the following",https://propertylink.estatesgazette.com/property-details/6993201-7a-northumberland-buildings-ba1,3rd January 2025,51.3908378,-2.3545624
6976464,Under Offer,"1 Cleveland Place East, Bath, Bath and North East Somerset, BA1 5DJ","£18,000.00  Per  Annum",852 Sq Ft,"Retail - High Street, Restaurants/Cafes, Retail, Licensed & Leisure",CSquared (Previously Colston & Colston Chartered Surveyors),Maddie Pyles,"The shop sits within a Grade II Listed property and comprises ground floor open plan retail accommodation which benefits from a large glazed frontage onto London Road. In addition to the sales area, the property has ancillary storage / staff room at the rear as well as W/C and kitchenette facilities.( Agency Pilot Software ref: 830 )",https://propertylink.estatesgazette.com/property-details/6976464-1-cleveland-place-east-bath-bath-and-north-east-somerset-ba1-5dj,20th February 2025,51.390158,-2.35621
6963754,,"No. 10 Henry Street, Henry Street Bath, Bath, BA1 1JR",ROA,"1,273 - 4,178 Sq Ft","Office, Offices",Savills - Industrial,Sam Williams,"Key PointsFully fitted offices with desks, kitchen, breakout soft seating space.VRF heating & cooling air conditioningMechanical Air Handling providing fresh air to office areasLED lighting in PIR sensorsUgraded WCs with shower provision3 m floor to ceiling heightsSummaryBath City Centre - Grade A Offices: Fully Fitted Offices offering: 1,274 - 4,178 ft2 (118 - 388 m2). Flexible terms available.DescriptionFully Fitted Grade A redevelopment offering open plan working with an exposed services finish. Superbly located between Bath Spa Station, Manvers Street and Southgate Shopping Centre. No. 10 Henry Street provides modern office space in a historic Georgian setting.The office is available to let as a whole or on a floor by floor basis.LocationThe New Church comprises a comprehensively refurbished grade II listed office building, providing office accommodation across First, Upper and Lower Ground floor.The property is located in the centre of Bath, a short distance from Bath Spa railway station and has access to the M4 Motorway at Junction 18 via the A4.Availability_textThe accommodation comprises of the followingSpecificationsSpecification:Grade A redevelopmentVRF heating and cooling air conditioningMechanical Air Handling providing fresh air to office areasLED lighting on PIR sensors3 m floor to ceiling heights",https://propertylink.estatesgazette.com/property-details/6963754-no-10-henry-street-henry-street-bath-ba1,12th June 2024,51.3796983,-2.3574483
6855207,Under Offer,"Beauford House , Princes Street, Bath, Bath And North East Somerset, BA1","£95,000.00  Per  Annum","3,623 Sq Ft","Office, Offices",Carter Jonas LLP,Philip Marshall,CENTRAL OFFICES TO LET( Agency Pilot Software ref: 20012736 ),https://propertylink.estatesgazette.com/property-details/6855207-beauford-house-princes-street-bath-bath-and-north-east-somerset-ba1,22nd April 2024,51.382533,-2.363693
6949665,,"Abbeygate House, 1a Abbeygate Street, Bath, Bath And North East Somerset, BA1 1NP","£30,000.00  Per  Annum","1,478 - 3,402 Sq Ft","Office, Offices",CSquared (Previously Colston & Colston Chartered Surveyors),Clement Harvey,"Abbeygate House is situated on the corner of Stall Street and Abbeygate Street in Bath's prime retail offering, with the property benefitting from being located within a 5-minute walking distance from Bath Spa Train Station.The building is part of a large Georgian townhouse, constructed with Bath ashlar stone. The first and second floor comprises modern, open plan office space with carpet tile flooring, suspended ceiling incorporating LED lighting. The property benefits from w/c facilities, a large ground floor lobby with a wide staircase to the upper floors and a dedicated office entrance from Abbeygate Street.A service charge is levied in respect of the demise and the wider estate in the interests of good estate management. The tenant will be expected to contribute to a fair and reasonable proportion of the landlord's costs in the upkeep, repair and maintenance of the building. Further details provided upon request.The premises are available to let on the basis of new effective full repairing and insuring leases via a service charge at a rent of £40,000 pa for the first floor and £30,000 pa for the second floor. (Rents quoted are exclusive of VAT)For further information, please contact the sole agents at CSquared. ( Agency Pilot Software ref: 703 )",https://propertylink.estatesgazette.com/property-details/6949665-abbeygate-house-1a-abbeygate-street-bath-bath-and-north-east-somerset-ba1-1np,23rd April 2024,51.380193,-2.359592
6915700,,"Ground Floor 2 Northumberland Buildings, Bath, Bath And North East Somerset, BA1","£23,750.00  Per  Annum",762 Sq Ft,"Office, General Retail, Offices, Retail",Carter Jonas LLP,Tim Brooksbank,"Ground Floor Office to Let2 Northumberland Buildings is part of beautiful  Grade  II* Listed Georgian Terrace.The property comprises ground floor, open plan office space at the front of the property, with private offices/meeting rooms and ancillary storage ,located at the rear of the property. Kitchen facilities and W/C's are also located at the rear of the ground floor. The property also benefits from a good frontage onto Northumberland Building's. ( Agency Pilot Software ref: 20012992 )",https://propertylink.estatesgazette.com/property-details/6915700-ground-floor-2-northumberland-buildings-bath-bath-and-north-east-somerset-ba1,22nd April 2024,51.383135,-2.362262
6979703,Under Offer,"Unit 1 and 4 The Dairy, Priston Mill Farm, Priston, Bath, Somerset, BA2 9EQ",ROA,"3,129 - 3,637 Sq Ft","General Industrial, Industrial",CSquared (Previously Colston & Colston Chartered Surveyors),Nathan Clark,"DescriptionUnit 1 comprises an end of terrace industrial unit constructed with a portal frame and clad externally in stone and timber with a sheet asbestos clad roof. The unit benefits from single phase electricity, mains water, drainage, and is separately assessed for rates. Minimum eaves height of approximately 6 meters and vehicular access is provided via a up and over roller shutter door of approx. 5.5m high and 4.5m wide (currently restricted by a suspended ceiling which could possibly be removed if necessary and minor alteration to opening).Unit 4 has similar construction to Unit 1 and has an L shape configuration. The unit benefits from a 3-phase electrical supply, mains water, drainage and is separately assessed for rates. Minimum eaves height of approximately 6 meters and ramped loading access of approx. 5.5m high and 4.5m wide.LocationPriston Mill is approximately 7 miles south of Bath and 12.8 miles south of Bristol. Despite its rural nature, the area is well connected with convenient access to major roads such as the A367 and A4.The site itself boasts  beautifully restored historic buildings including the Watermill and the Tythe Barn and comprises office accommodation (The Stables) and separate industrial accommodation (The Dairy).SituationUnit 1 and 4 are part of The Dairy development consisting of multiple units in a range of terraces situated off the principal access to the mill. The properties can be found on the left hand side of the main entrance as you approach.Accommodation TextThe property benefits from the following Gross Internal Floor Areas:-Unit 1 - 290.73sq m (3,129sq ft)Unit 4 - 481.71 SqM (5,185 SqFt)Business RatesUnit 1:Rateable Value (April 2023)£22,250UBR(23/24)0.499Rates Payable (April 2023)£11,103Unit 4:Rateable Value (April 2023)£25,750UBR(23/24)0.499Rates Payable (April 2023)£12,849We recommend any interested parties make their own enquiries to Bath  and  North East Somerset Council (01225 477000) to verify these figures.Legal CostsEach party is to be responsible for their own legal and professional fees incurred in any transaction.Further InformationFor further information, please contact the sole agents:Nathan Clarke: nathan.clark@cs-re.co.ukm: 07983 460230( Agency Pilot Software ref: 850 )",https://propertylink.estatesgazette.com/property-details/6979703-unit-1-and-4-the-dairy-priston-mill-farm-priston-bath-somerset-ba2-9eq,17th January 2025,51.352633,-2.439178
6970384,,"11a Kingsmead Square, Bath, Bath and North East Somerset","£23,000.00  Per  Annum",860 Sq Ft,"Office, Offices",Carter Jonas LLP,Philip Marshall,"First floor office.New carpets and decoration.Full data cabling.Four-person lift.High performance window film.Electric panel heating with optimised controller.LED lighting throughout.Sound reducing floor system. Refurbished WC's and new kitchen.Kingsmead Square is in the historic centre of Bath. The offices are within an impressive Georgian terrace that fills the south side of the Square, a beautiful amenity for you and your team, clients and visitors.With iconic sites, green spaces and the introduction of Bath's Clean Air Zone, there are many benefits to working and living in such a vibrant city.The current EPC is band C (69). ( Agency Pilot Software ref: 20016101 )",https://propertylink.estatesgazette.com/property-details/6970384-11a-kingsmead-square-bath-bath-and-north-east-somerset,12th July 2024,51.381091,-2.363396
6935806,Under Offer,"115a , High Street , Twerton , BA2 1DB","£10,000.00  Per  Annum",661 Sq Ft,"Office, Retail - High Street, Restaurants/Cafes, Offices, Retail, Licensed & Leisure",CSquared (Previously Colston & Colston Chartered Surveyors),Emily Dagg,"DescriptionThe property comprises an end terrace ground-floor retail unit with a large double glazed display window with frontage onto Twerton High Street. The premises are suitable for a variety of uses, under use class E.LocationThe property is located within the world heritage city of Bath, a popular commercial centre attracting a wide range of businesses as well as being a renowned retailing and tourism destination. The city has a residential population of over 108,000 and annual visitor numbers exceeding 6.25 million. Bath is served by excellent transport connections, junction 18 of the M4 being approximately 10 miles north of the city. Additionally, Bath Spa train station connects to Bristol Temple Meads and London Paddington, the latter having a journey time of 1 hour 20 minutesSituationThe property is situated on the High Street of Twerton, a suburb of Bath, south of Lower Bristol Road. The High Street has a strong retail offering, with Boots Pharmacy, Bakers of Bath and Bath City Football Club being nearby occupiersAccommodation TextThe property benefits from the following Net Internal Floor Areas:-61.41 Sq M (661 Sq Ft)Business RatesWe recommend any interested parties make their own enquiries with the Rating Authority to verify rates payable considering their particular circumstances.Legal CostsEach party is to be responsible for their own legal and professional fees incurred in any transaction.Further InformationViewings can be arranged through the sole agents atCSquared.Nathan ClarkAllan Lloyd( Agency Pilot Software ref: 683 )",https://propertylink.estatesgazette.com/property-details/6935806-115a-high-street-twerton-ba2-1db,23rd April 2024,51.380064,-2.394467
